cell_label,subclass,supertype,class,neurotransmitter,parcellation_structure,parcellation_substructure,parcellation_division
1104095511102260443,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,KF,P
1104095511102280497,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102290055,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101620605,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101620811,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,LDT,LDT,P
1104095511101630134,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101630471,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102110202,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,LDT,LDT,P
1104095511101950543,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511101950564,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511101950916,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,LDT,LDT,P
1104095511101770346,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511102430105,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,KF,P
1104095511101780712,318 Astro-NT NN,1159 Astro-NT NN_1,30 Astro-Epen,,DTN,DTN,P
1104095511101280332,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,KF,P
1104095511101800096,318 Astro-NT NN,1159 Astro-NT NN_1,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102260659,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,KF,P
1104095511102260688,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,KF,P
1104095511102270640,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101620435,318 Astro-NT NN,1159 Astro-NT NN_1,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101620629,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,LDT,LDT,P
1104095511101630411,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102100227,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,SLC,SLC,P
1104095511102100736,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102110231,318 Astro-NT NN,1159 Astro-NT NN_1,30 Astro-Epen,,LDT,LDT,P
1104095511102110292,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,LDT,LDT,P
1104095511102110513,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102110613,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1104095511101460138,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102260727,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511202260493,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,KF,P
1104095511101770231,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101770257,318 Astro-NT NN,1159 Astro-NT NN_1,30 Astro-Epen,,NI,NI,P
1104095511101770307,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101770314,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101770320,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101770335,318 Astro-NT NN,1159 Astro-NT NN_1,30 Astro-Epen,,NI,NI,P
1104095511101770391,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101770549,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101770599,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511102430036,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,KF,P
1104095511102430122,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,KF,P
1104095511102430158,318 Astro-NT NN,1159 Astro-NT NN_1,30 Astro-Epen,,PB,KF,P
1104095511101280587,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101800088,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1104095511102260702,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,KF,P
1104095511101600500,318 Astro-NT NN,1159 Astro-NT NN_1,30 Astro-Epen,,NI,NI,P
1104095511102270137,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102270158,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102270167,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102270397,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102270483,318 Astro-NT NN,1159 Astro-NT NN_1,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102270596,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102270637,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102280049,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102280096,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102280210,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102280333,318 Astro-NT NN,1159 Astro-NT NN_1,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101620062,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102280448,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101620438,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101620450,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101630165,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101630281,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102100147,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,SLC,SLC,P
1104095511101630617,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101630776,318 Astro-NT NN,1159 Astro-NT NN_1,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101630777,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101450508,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101940529,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,SLD,SLD,P
1104095511101950537,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511202110127,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,LDT,LDT,P
1104095511202270374,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101770318,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101770365,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101770426,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101770480,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101780626,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511101780671,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511102290109,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101780761,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511101790316,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,LDT,LDT,P
1104095511102110141,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,LDT,LDT,P
1104095511102260757,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102270260,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101610664,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,LDT,LDT,P
1104095511102280412,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102280488,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102280491,318 Astro-NT NN,1159 Astro-NT NN_1,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102280556,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102290122,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101950272,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511102100064,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,SLC,SLC,P
1104095511102260718,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,KF,P
1104095511102280146,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101940514,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,SLD,SLD,P
1104095511101450711,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101940834,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,LDT,LDT,P
1104095511101460550,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101950628,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511101770206,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,NI,NI,P
1104095511101770261,318 Astro-NT NN,1159 Astro-NT NN_1,30 Astro-Epen,,NI,NI,P
1104095511101770373,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,NI,NI,P
1104095511101770418,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101770481,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101770547,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101770583,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101770643,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511102280321,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101620021,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102430045,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,KF,P
1104095511102260147,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102260539,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,KF,P
1104095511101600503,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511102270214,333 Endo NN,1193 Endo NN_1,33 Vascular,,PB,PB-unassigned,P
1104095511101770316,200 PAG-ND-PCG Onecut1 Gaba,0819 PAG-ND-PCG Onecut1 Gaba_2,20 MB GABA,GABA,NI,NI,P
1104095511102270755,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102280027,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101620087,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102280467,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101780677,318 Astro-NT NN,1159 Astro-NT NN_1,30 Astro-Epen,,NI,NI,P
1104095511101620690,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,LDT,LDT,P
1104095511101620696,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101630319,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102100746,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102120706,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101450163,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101450179,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101780704,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511101460296,319 Astro-TE NN,1161 Astro-TE NN_1,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101460696,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101770433,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101770573,334 Microglia NN,1194 Microglia NN_1,34 Immune,,NI,NI,P
1104095511101770729,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511102430137,318 Astro-NT NN,1159 Astro-NT NN_1,30 Astro-Epen,,PB,KF,P
1104095511101780416,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511101780475,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511101780547,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511101780619,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511101780657,200 PAG-ND-PCG Onecut1 Gaba,0820 PAG-ND-PCG Onecut1 Gaba_3,20 MB GABA,GABA,DTN,DTN,P
1104095511101780743,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511101790321,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,LDT,LDT,P
1104095511102260480,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,KF,P
1104095511102270084,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101600563,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511102270282,318 Astro-NT NN,1159 Astro-NT NN_1,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102270563,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102270582,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101620086,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101780684,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511101630135,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101630261,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102110376,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101770278,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101770675,318 Astro-NT NN,1159 Astro-NT NN_1,30 Astro-Epen,,NI,NI,P
1104095511101780730,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511101780792,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101950605,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511101950599,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511101630868,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102260568,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,KF,P
1104095511101770345,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101770347,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101770405,318 Astro-NT NN,1159 Astro-NT NN_1,30 Astro-Epen,,NI,NI,P
1104095511101770414,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101770423,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101770579,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101770626,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101770664,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511102280233,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101780415,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511101780543,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511101780744,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511101780926,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511101280298,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,KF,P
1104095511202110359,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1104095511102260584,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,KF,P
1104095511102260597,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101450239,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101940265,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511102280656,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101780790,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511101770250,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511102280543,318 Astro-NT NN,1159 Astro-NT NN_1,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101780407,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511101940306,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511101280166,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,KF,P
1104095511101950206,318 Astro-NT NN,1159 Astro-NT NN_1,30 Astro-Epen,,DTN,DTN,P
1104095511101950584,318 Astro-NT NN,1159 Astro-NT NN_1,30 Astro-Epen,,DTN,DTN,P
1104095511101950603,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511101600706,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101770270,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101770355,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101780945,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511101770535,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511102270693,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101780332,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511101780381,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511101620316,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102280592,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101780438,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511101780819,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511101630424,319 Astro-TE NN,1163 Astro-TE NN_3,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101290205,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,KF,P
1104095511102260315,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,KF,P
1104095511202270352,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102270627,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102280085,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102280316,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102280468,319 Astro-TE NN,1161 Astro-TE NN_1,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101780328,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511101630726,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102270270,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101600584,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101770476,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511102270664,318 Astro-NT NN,1159 Astro-NT NN_1,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102280162,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101620120,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101450260,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102280461,318 Astro-NT NN,1159 Astro-NT NN_1,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101780541,200 PAG-ND-PCG Onecut1 Gaba,0820 PAG-ND-PCG Onecut1 Gaba_3,20 MB GABA,GABA,DTN,DTN,P
1104095511101450745,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101780756,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101770271,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511102280282,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101770182,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101770247,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,NI,NI,P
1104095511102100745,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101770196,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511102270604,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102280315,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101620235,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101620419,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101600717,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101780331,200 PAG-ND-PCG Onecut1 Gaba,0820 PAG-ND-PCG Onecut1 Gaba_3,20 MB GABA,GABA,DTN,DTN,P
1104095511102260750,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,KF,P
1104095511101770256,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101770325,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101620123,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101450287,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511102280531,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101780785,318 Astro-NT NN,1159 Astro-NT NN_1,30 Astro-Epen,,DTN,DTN,P
1104095511101780823,318 Astro-NT NN,1159 Astro-NT NN_1,30 Astro-Epen,,DTN,DTN,P
1104095511101780989,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
1104095511101950551,318 Astro-NT NN,1159 Astro-NT NN_1,30 Astro-Epen,,DTN,DTN,P
1104095511102280318,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101770295,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511101620274,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101770209,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,NI,NI,P
1104095511102270333,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101780812,318 Astro-NT NN,1159 Astro-NT NN_1,30 Astro-Epen,,NI,NI,P
1104095511102280278,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101450159,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1104095511101780399,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,DTN,DTN,P
