cell_label,subclass,supertype,class,neurotransmitter,parcellation_structure,parcellation_substructure
1019171907101370791,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590539,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101380539,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590333,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590248-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101600081-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590120-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,RT,RT
1019171907101380723,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590142-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101380641,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101600142-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907201590394,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101600291-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590409,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590402-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101370614,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590048-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101370718,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101370728,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590247-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101380597,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907103220159,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101380621,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590496-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590122-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907102990621,101 ZI Pax6 Gaba,0465 ZI Pax6 Gaba_7,12 HY GABA,GABA,RT,RT
1019171907101380665,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590644,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590649,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101600253,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101380715,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590431-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101380457,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101380547,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590198-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590265-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101380594,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590315-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590392-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590348,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590228,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590058-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101380571,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590233,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590364-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590262-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101380513,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101600239-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101600320-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101600165-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101840364,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,CL,CL
1019171907101380566,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907103220142,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590084-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101380653,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101380632,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101380608,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590147,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101380605,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590145,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101370668,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101380526,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590326,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590052-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101370704,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907201590360,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590227-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101370770,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590273-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590401-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101380572,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590222,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590213-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590332-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101380551,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101380612,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101370735,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590312,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590310,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101370719,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590102-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101380574,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590251,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590190-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907103210132,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590249-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590179-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101380659,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907201380542,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590127-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590186-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101380587,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590131-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590183,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590110-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590256-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590631,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101380635,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590298-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590349-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907103000629,101 ZI Pax6 Gaba,0465 ZI Pax6 Gaba_7,12 HY GABA,GABA,RT,RT
1019171907101590132-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101380655,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590478,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101380589,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907103000672,101 ZI Pax6 Gaba,0465 ZI Pax6 Gaba_7,12 HY GABA,GABA,RT,RT
1019171907101590191,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101600061-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590280-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590340-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907201380632,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590160-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590082-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101380667,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907201380497,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101370636,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101380620,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101380591,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101380598,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101380588,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590079-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101370672,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101590387-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101370785,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907102520222,150 CM-IAD-CL-PCN Sema5b Glut,0649 CM-IAD-CL-PCN Sema5b Glut_1,18 TH Glut,Glut,MD,MD
1019171907102280206-1,150 CM-IAD-CL-PCN Sema5b Glut,0649 CM-IAD-CL-PCN Sema5b Glut_1,18 TH Glut,Glut,PCN,PCN
1019171907102290213-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,MD,MD
1019171907102290298-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,CM,CM
1019171907102290303-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,CM,CM
1019171907102290259-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,CM,CM
1019171907102510139,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,CM,CM
1019171907102300465-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,IMD,IMD
1019171907102520095,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,MD,MD
1019171907102290301-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,CM,CM
1019171907102290119-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,MD,MD
1019171907102280043-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,MD,MD
1019171907102290216-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,IMD,IMD
1019171907102290299-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,IMD,IMD
1019171907102510108,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,CM,CM
1019171907102290168-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,MD,MD
1019171907101590470,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101850186-1,151 TH Prkcd Grin2c Glut,0660 TH Prkcd Grin2c Glut_7,18 TH Glut,Glut,CL,CL
1019171907101850566,150 CM-IAD-CL-PCN Sema5b Glut,0649 CM-IAD-CL-PCN Sema5b Glut_1,18 TH Glut,Glut,MD,MD
1019171907102290152,150 CM-IAD-CL-PCN Sema5b Glut,0649 CM-IAD-CL-PCN Sema5b Glut_1,18 TH Glut,Glut,MD,MD
1019171907102280104-1,150 CM-IAD-CL-PCN Sema5b Glut,0649 CM-IAD-CL-PCN Sema5b Glut_1,18 TH Glut,Glut,MD,MD
1019171907102280108-1,150 CM-IAD-CL-PCN Sema5b Glut,0649 CM-IAD-CL-PCN Sema5b Glut_1,18 TH Glut,Glut,PCN,PCN
1019171907102290154-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,MD,MD
1019171907102280102-1,151 TH Prkcd Grin2c Glut,0663 TH Prkcd Grin2c Glut_10,18 TH Glut,Glut,PCN,PCN
1019171907102290357-1,152 RE-Xi Nox4 Glut,0668 RE-Xi Nox4 Glut_1,18 TH Glut,Glut,CM,CM
1019171907102290339-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,CM,CM
1019171907102290322,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,CM,CM
1019171907102300435-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,MD,MD
1019171907102290294-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,CM,CM
1019171907202280126,151 TH Prkcd Grin2c Glut,0663 TH Prkcd Grin2c Glut_10,18 TH Glut,Glut,PCN,PCN
1019171907102290304,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,CM,CM
1019171907101590141-1,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101370604,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101380542,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101380529,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101600036,093 RT-ZI Gnb3 Gaba,0435 RT-ZI Gnb3 Gaba_5,12 HY GABA,GABA,RT,RT
1019171907101860670,150 CM-IAD-CL-PCN Sema5b Glut,0650 CM-IAD-CL-PCN Sema5b Glut_2,18 TH Glut,Glut,MD,MD
1019171907102520117,151 TH Prkcd Grin2c Glut,0660 TH Prkcd Grin2c Glut_7,18 TH Glut,Glut,MD,MD
1019171907102310623-1,150 CM-IAD-CL-PCN Sema5b Glut,0649 CM-IAD-CL-PCN Sema5b Glut_1,18 TH Glut,Glut,MD,MD
1019171907102310499-1,150 CM-IAD-CL-PCN Sema5b Glut,0653 CM-IAD-CL-PCN Sema5b Glut_5,18 TH Glut,Glut,MD,MD
1019171907102290113-1,150 CM-IAD-CL-PCN Sema5b Glut,0649 CM-IAD-CL-PCN Sema5b Glut_1,18 TH Glut,Glut,MD,MD
1019171907101850206,150 CM-IAD-CL-PCN Sema5b Glut,0649 CM-IAD-CL-PCN Sema5b Glut_1,18 TH Glut,Glut,CL,CL
1019171907102310403-1,150 CM-IAD-CL-PCN Sema5b Glut,0649 CM-IAD-CL-PCN Sema5b Glut_1,18 TH Glut,Glut,MD,MD
1019171907102070545,150 CM-IAD-CL-PCN Sema5b Glut,0649 CM-IAD-CL-PCN Sema5b Glut_1,18 TH Glut,Glut,MD,MD
1019171907102520350,151 TH Prkcd Grin2c Glut,0666 TH Prkcd Grin2c Glut_13,18 TH Glut,Glut,PCN,PCN
1019171907102290111-1,151 TH Prkcd Grin2c Glut,0667 TH Prkcd Grin2c Glut_14,18 TH Glut,Glut,MD,MD
1019171907102290364-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,CM,CM
1019171907102520143,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,CM,CM
1019171907102300396-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,IMD,IMD
1019171907102290176-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,MD,MD
1019171907102290343,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,IMD,IMD
1019171907102300592-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,MD,MD
1019171907102290185,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,MD,MD
1019171907102290449,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,CM,CM
1019171907102290144-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,MD,MD
1019171907102520175,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,CM,CM
1019171907102290398,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,CM,CM
1019171907102290155-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,MD,MD
1019171907102290106-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,MD,MD
1019171907102300505,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,IMD,IMD
1019171907102520154,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,CM,CM
1019171907102520128,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,MD,MD
1019171907102290056-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,MD,MD
1019171907101860511-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,MD,MD
1019171907102510231,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,CM,CM
1019171907102300519-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,IMD,IMD
1019171907102290184,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,MD,MD
1019171907102300498-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,IMD,IMD
1019171907102290108-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,MD,MD
1019171907102510189,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,CM,CM
1019171907102520137,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,CM,CM
1019171907102290211-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,MD,MD
1019171907102290258-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,IMD,IMD
1019171907102290221-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,MD,MD
1019171907102520250,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,PCN,PCN
1019171907102290121-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,MD,MD
1019171907102290369,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,IMD,IMD
1019171907102300642,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,MD,MD
1019171907102290120-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,MD,MD
1019171907102290445,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,CM,CM
1019171907102290260-1,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,18 TH Glut,Glut,IMD,IMD
